STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
LGN,D,41,M FLOW,19971219 0000,19971219 0000,332, ,CFS
LGN,D,41,M FLOW,19971220 0000,19971220 0000,335, ,CFS
LGN,D,41,M FLOW,19971221 0000,19971221 0000,334, ,CFS
LGN,D,41,M FLOW,19971222 0000,19971222 0000,335, ,CFS
LGN,D,41,M FLOW,19971223 0000,19971223 0000,335, ,CFS
LGN,D,41,M FLOW,19971224 0000,19971224 0000,334, ,CFS
LGN,D,41,M FLOW,19971225 0000,19971225 0000,---, ,CFS
LGN,D,41,M FLOW,19971226 0000,19971226 0000,---, ,CFS
LGN,D,41,M FLOW,19971227 0000,19971227 0000,---, ,CFS
LGN,D,41,M FLOW,19971228 0000,19971228 0000,---, ,CFS
LGN,D,41,M FLOW,19971229 0000,19971229 0000,---, ,CFS
LGN,D,41,M FLOW,19971230 0000,19971230 0000,334, ,CFS
LGN,D,41,M FLOW,19971231 0000,19971231 0000,334, ,CFS
LGN,D,41,M FLOW,19980101 0000,19980101 0000,336, ,CFS
LGN,D,41,M FLOW,19980102 0000,19980102 0000,340, ,CFS
LGN,D,41,M FLOW,19980103 0000,19980103 0000,361, ,CFS
LGN,D,41,M FLOW,19980104 0000,19980104 0000,339, ,CFS
LGN,D,41,M FLOW,19980105 0000,19980105 0000,339, ,CFS
LGN,D,41,M FLOW,19980106 0000,19980106 0000,344, ,CFS
LGN,D,41,M FLOW,19980107 0000,19980107 0000,330, ,CFS
LGN,D,41,M FLOW,19980108 0000,19980108 0000,335, ,CFS
LGN,D,41,M FLOW,19980109 0000,19980109 0000,335, ,CFS
LGN,D,41,M FLOW,19980110 0000,19980110 0000,332, ,CFS
LGN,D,41,M FLOW,19980111 0000,19980111 0000,332, ,CFS
LGN,D,41,M FLOW,19980112 0000,19980112 0000,327, ,CFS
LGN,D,41,M FLOW,19980113 0000,19980113 0000,327, ,CFS
LGN,D,41,M FLOW,19980114 0000,19980114 0000,328, ,CFS
LGN,D,41,M FLOW,19980115 0000,19980115 0000,349, ,CFS
LGN,D,41,M FLOW,19980116 0000,19980116 0000,2393, ,CFS
LGN,D,41,M FLOW,19980117 0000,19980117 0000,3541, ,CFS
LGN,D,41,M FLOW,19980118 0000,19980118 0000,3757, ,CFS
LGN,D,41,M FLOW,19980119 0000,19980119 0000,3596, ,CFS
LGN,D,41,M FLOW,19980120 0000,19980120 0000,3707, ,CFS
LGN,D,41,M FLOW,19980121 0000,19980121 0000,3692, ,CFS
LGN,D,41,M FLOW,19980122 0000,19980122 0000,3638, ,CFS
LGN,D,41,M FLOW,19980123 0000,19980123 0000,3607, ,CFS
LGN,D,41,M FLOW,19980124 0000,19980124 0000,3320, ,CFS
LGN,D,41,M FLOW,19980125 0000,19980125 0000,2497, ,CFS
LGN,D,41,M FLOW,19980126 0000,19980126 0000,2566, ,CFS
LGN,D,41,M FLOW,19980127 0000,19980127 0000,2425, ,CFS
LGN,D,41,M FLOW,19980128 0000,19980128 0000,2642, ,CFS
LGN,D,41,M FLOW,19980129 0000,19980129 0000,2921, ,CFS
LGN,D,41,M FLOW,19980130 0000,19980130 0000,3529, ,CFS
LGN,D,41,M FLOW,19980131 0000,19980131 0000,3530, ,CFS
LGN,D,41,M FLOW,19980201 0000,19980201 0000,3793, ,CFS
LGN,D,41,M FLOW,19980202 0000,19980202 0000,3660, ,CFS
LGN,D,41,M FLOW,19980203 0000,19980203 0000,3747, ,CFS
LGN,D,41,M FLOW,19980204 0000,19980204 0000,4574, ,CFS
LGN,D,41,M FLOW,19980205 0000,19980205 0000,5575, ,CFS
LGN,D,41,M FLOW,19980206 0000,19980206 0000,4921, ,CFS
LGN,D,41,M FLOW,19980207 0000,19980207 0000,3191, ,CFS
LGN,D,41,M FLOW,19980208 0000,19980208 0000,3659, ,CFS
LGN,D,41,M FLOW,19980209 0000,19980209 0000,5039, ,CFS
LGN,D,41,M FLOW,19980210 0000,19980210 0000,5126, ,CFS
LGN,D,41,M FLOW,19980211 0000,19980211 0000,5620, ,CFS
LGN,D,41,M FLOW,19980212 0000,19980212 0000,5607, ,CFS
LGN,D,41,M FLOW,19980213 0000,19980213 0000,6003, ,CFS
LGN,D,41,M FLOW,19980214 0000,19980214 0000,5411, ,CFS
